CityID,City,State,lat,lng,source
4165,Itta Bena,MS,33.49512,-90.31981,geonames_auto
4166,Jackson,MS,32.29876,-90.18481,geonames_auto
4167,Jacksonville,AL,33.81382,-85.7613,geonames_auto
4168,Jacksonville,FL,30.33218,-81.65565,geonames_auto
4169,Jersey City,NJ,40.72816,-74.07764,geonames_auto
4170,Johnson City,TN,36.31344,-82.35347,geonames_auto
4171,Johnstown,PA,40.32674,-78.92197,geonames_auto
4172,Jonesboro,AR,35.8423,-90.70428,geonames_auto
4173,Kalamazoo,MI,42.29171,-85.58723,geonames_auto
4174,Kansas City,MO,39.09973,-94.57857,geonames_auto
4175,Katy,TX,29.78579,-95.8244,geonames_auto
4176,Kennesaw,GA,34.02343,-84.61549,geonames_auto
4177,Kent,OH,41.15367,-81.35789,geonames_auto
4178,Kent,WA,47.38093,-122.23484,geonames_auto
4179,Kingston,RI,41.48038,-71.52256,geonames_auto
4180,Knoxville,TN,35.96064,-83.92074,geonames_auto
4181,Lafayette,LA,30.22409,-92.01984,geonames_auto
4182,Lahaina,HI,20.87526,-156.67982,geonames_auto
4183,Lake Buena Vista,FL,28.39362,-81.53868,geonames_auto
4184,Lake Charles,LA,30.21309,-93.2044,geonames_auto
4185,Lakeland,FL,28.03947,-81.9498,geonames_auto
4186,Laramie,WY,41.31137,-105.5911,geonames_auto
4187,Las Cruces,NM,32.31232,-106.77834,geonames_auto
4188,Las Vegas,NV,36.17497,-115.13722,geonames_auto
4189,Lawrence,KS,38.97167,-95.23525,geonames_auto
4190,Lawrenceville,NJ,40.29733,-74.7296,geonames_auto
4191,Lewisburg,PA,40.96453,-76.88441,geonames_auto
4192,Lewiston,NY,43.17256,-79.03588,geonames_auto
4193,Lexington,KY,37.98869,-84.47772,geonames_auto
4194,Lexington,VA,37.78402,-79.44282,geonames_auto
4195,Lincoln,NE,40.8,-96.66696,geonames_auto
4196,Little Rock,AR,34.74648,-92.28959,geonames_auto
4197,Logan,UT,41.73549,-111.83439,geonames_auto
4198,Long Beach,CA,33.76696,-118.18923,geonames_auto
4199,Loretto,PA,40.50313,-78.6303,geonames_auto
4200,Lorman,MS,31.82044,-91.05011,geonames_auto
4201,Los Angeles,CA,34.05223,-118.24368,geonames_auto
4202,Loudonville,NY,42.7048,-73.75484,geonames_auto
4203,Louisville,KY,38.25424,-85.75941,geonames_auto
4204,Lowell,MA,42.63342,-71.31617,geonames_auto
4205,Lubbock,TX,33.57786,-101.85517,geonames_auto
4206,Lynchburg,VA,37.41375,-79.14225,geonames_auto
4207,Macomb,IL,40.45921,-90.6718,geonames_auto
4208,Macon,GA,32.84069,-83.6324,geonames_auto
4209,Madison,WI,43.07305,-89.40123,geonames_auto
4210,Malibu,CA,34.02577,-118.7804,geonames_auto
4211,Manhattan,KS,39.18361,-96.57167,geonames_auto
4212,Martin,TN,36.3434,-88.85034,geonames_auto
4213,Memphis,TN,35.14953,-90.04898,geonames_auto
4214,Miami,FL,25.77427,-80.19366,geonames_auto
4215,Milwaukee,WI,43.0389,-87.90647,geonames_auto
4216,Minneapolis,MN,44.97997,-93.26384,geonames_auto
4217,Missoula,MT,46.87215,-113.994,geonames_auto
4218,Mobile,AL,30.69436,-88.04305,geonames_auto
4219,Monroe,LA,32.50931,-92.1193,geonames_auto
4220,Montgomery,AL,32.36681,-86.29997,geonames_auto
4221,Moon Township,PA,40.50896,-80.23923,geonames:Moon
4222,Moraga,CA,37.83493,-122.12969,geonames_auto
4223,Morehead,KY,38.18396,-83.43268,geonames:Morehead KY (Rowan Co)
4224,Morgantown,WV,39.62953,-79.9559,geonames_auto
4225,Moscow,ID,46.73239,-117.00017,geonames_auto
4226,Mt. Pleasant,MI,43.59781,-84.76751,geonames_auto
4227,Muncie,IN,40.19338,-85.38636,geonames_auto
4228,Murfreesboro,TN,35.84562,-86.39027,geonames_auto
4229,Murray,KY,36.61033,-88.31476,geonames_auto
4230,Myrtle Beach,SC,33.68906,-78.88669,geonames_auto
4231,Nacogdoches,TX,31.60351,-94.65549,geonames_auto
4232,Nampa,ID,43.54072,-116.56346,geonames_auto
4233,Nashville,TN,36.16589,-86.78444,geonames_auto
4234,Natchitoches,LA,31.76072,-93.08627,geonames_auto
4235,New Britain,CT,41.66121,-72.77954,geonames_auto
4236,New Haven,CT,41.30815,-72.92816,geonames_auto
4237,New Orleans,LA,29.95465,-90.07507,geonames_auto
4238,New Rochelle,NY,40.91149,-73.78235,geonames_auto
4239,New York,NY,40.71427,-74.00597,geonames:New York City
4240,Newark,DE,39.68372,-75.74966,geonames_auto
4241,Newark,NJ,40.73566,-74.17237,geonames_auto
4242,Niagara Falls,NY,43.0945,-79.05671,geonames_auto
4243,Niceville,FL,30.51686,-86.48217,geonames_auto
4244,Norfolk,VA,36.84681,-76.28522,geonames_auto
4245,Normal,AL,34.78898,-86.57194,geonames_auto
4246,Normal,IL,40.5142,-88.99063,geonames_auto
4247,Norman,OK,35.22257,-97.43948,geonames_auto
4248,North Little Rock,AR,34.76954,-92.26709,geonames_auto
4249,Northridge,CA,34.22834,-118.53675,geonames_auto
4250,Notre Dame,IN,41.70019,-86.23793,geonames_auto
4251,Oakland,CA,37.80437,-122.2708,geonames_auto
4252,Oakland City,IN,38.33866,-87.34501,geonames_auto
4253,Ogden,UT,41.223,-111.97383,geonames_auto
4254,Oklahoma City,OK,35.46756,-97.51643,geonames_auto
4255,Omaha,NE,41.25626,-95.94043,geonames_auto
4256,Orangeburg,SC,33.49182,-80.85565,geonames_auto
4257,Orem,UT,40.2969,-111.69465,geonames_auto
4258,Orlando,FL,28.53834,-81.37924,geonames_auto
4259,Orono,ME,44.88312,-68.67198,geonames_auto
4260,Oxford,MS,34.3665,-89.51925,geonames_auto
4261,Oxford,OH,39.507,-84.74523,geonames_auto
4262,Paradise,NV,36.09719,-115.14666,geonames_auto
4263,Paradise Island,BA,25.08028,-77.3125,geonames:Paradise Island
4264,Pearl Harbor-Hickam,HI,21.35266,-157.96961,geonames:Pearl Harbor
4265,Peoria,IL,40.69365,-89.58899,geonames_auto
4266,Philadelphia,PA,39.95238,-75.16362,geonames_auto
4267,Phoenix,AZ,33.44838,-112.07404,geonames_auto
4268,Pine Bluff,AR,34.22843,-92.0032,geonames_auto
4269,Piscataway,NJ,40.49927,-74.39904,geonames_auto
4270,Pittsburgh,PA,40.44062,-79.99589,geonames_auto
4271,Playa del Carmen,MX,20.6274,-87.0799,geonames:Playa del Carmen
4272,Pocatello,ID,42.8713,-112.44553,geonames_auto
4273,Portland,ME,43.65737,-70.2589,geonames_auto
4274,Portland,OR,45.52345,-122.67621,geonames_auto
4275,Poughkeepsie,NY,41.70037,-73.92097,geonames_auto
4276,Prairie View,TX,30.09327,-95.98773,geonames_auto
4277,Presbyterian,SC,34.47262,-81.88066,geonames:Clinton SC (Presbyterian College)
4278,Prescott Valley,AZ,34.61002,-112.31572,geonames_auto
4279,Princess Anne,MD,38.2029,-75.69243,geonames_auto
4280,Princeton,NJ,40.34872,-74.65905,geonames_auto
4281,Providence,RI,41.82399,-71.41283,geonames_auto
4282,Provo,UT,40.23384,-111.65853,geonames_auto
4283,Puerto Vallarta,MX,20.69118,-105.19444,geonames:Puerto Vallarta
4284,Pullman,WA,46.73127,-117.17962,geonames_auto
4285,Queens,NY,40.68149,-73.83652,geonames_auto
4286,Radford,VA,37.13179,-80.57645,geonames_auto
4287,Raleigh,NC,35.7721,-78.63861,geonames_auto
4288,Ramstein-Miesenbach,GY,49.4445,7.5553,geonames:Ramstein-Miesenbach DE
4289,Rapid City,SD,44.08054,-103.23101,geonames_auto
4290,Reno,NV,39.52963,-119.8138,geonames_auto
4291,Richmond,KY,37.74786,-84.29465,geonames_auto
4292,Richmond,VA,37.55376,-77.46026,geonames_auto
4293,Riverdale,NY,40.90056,-73.90639,geonames_auto
4294,Riverside,CA,33.95335,-117.39616,geonames_auto
4295,Rochester,MI,42.68059,-83.13382,geonames_auto
4296,Rochester,NY,43.15478,-77.61556,geonames_auto
4297,Rock Hill,SC,34.92487,-81.02508,geonames_auto
4298,Rosemont,IL,41.99531,-87.88451,geonames_auto
4299,Ruston,LA,32.52321,-92.63793,geonames_auto
4300,Sacramento,CA,38.58157,-121.4944,geonames_auto
4301,Salt Lake City,UT,40.76078,-111.89105,geonames_auto
4302,San Antonio,TX,29.42412,-98.49363,geonames_auto
4303,San Diego,CA,32.71571,-117.16472,geonames_auto
4304,San Francisco,CA,37.77493,-122.41942,geonames_auto
4305,San Jose,CA,37.33939,-121.89496,geonames_auto
4307,San Juan,PR,18.46633,-66.10572,geonames_auto
4308,San Luis Obispo,CA,35.28275,-120.65962,geonames_auto
4309,San Marcos,TX,29.88327,-97.94139,geonames_auto
4310,Santa Barbara,CA,34.42083,-119.69819,geonames_auto
4311,Santa Clara,CA,37.35411,-121.95524,geonames_auto
4312,Savannah,GA,32.08354,-81.09983,geonames_auto
4313,Seattle,WA,47.60621,-122.33207,geonames_auto
4314,Shanghai,CH,31.22222,121.45806,geonames:Shanghai
4315,Shreveport,LA,32.52515,-93.75018,geonames_auto
4316,Sioux Falls,SD,43.54369,-96.72796,geonames_auto
4317,Smithfield,RI,41.92204,-71.54951,geonames_auto
4318,South Bend,IN,41.68338,-86.25001,geonames_auto
4319,South Korea,SK,37.566,126.9784,geonames:Seoul
4320,South Orange,NJ,40.74899,-74.26126,geonames_auto
4321,South Padre Island,TX,26.10369,-97.16469,geonames_auto
4322,Southaven,MS,34.98898,-90.01259,geonames_auto
4323,Spartanburg,SC,34.94957,-81.93205,geonames_auto
4324,Spokane,WA,47.65966,-117.42908,geonames_auto
4325,Springfield,IL,39.80172,-89.64371,geonames_auto
4326,Springfield,MA,42.10148,-72.58981,geonames_auto
4327,Springfield,MO,37.21533,-93.29824,geonames_auto
4328,St. Bonaventure,NY,42.08034,-78.47502,geonames_auto
4329,St. Louis,MO,38.62727,-90.19789,geonames_auto
4330,St. Thomas,VI,18.3419,-64.9307,geonames:Charlotte Amalie
4331,Stanford,CA,37.42411,-122.16608,geonames_auto
4332,Starkville,MS,33.45049,-88.81961,geonames_auto
4333,Staten Island,NY,40.56233,-74.13986,geonames_auto
4334,Statesboro,GA,32.44879,-81.78317,geonames_auto
4335,Stillwater,OK,36.11561,-97.05837,geonames_auto
4336,Stockton,CA,37.9577,-121.29078,geonames_auto
4337,Stony Brook,NY,40.92565,-73.14094,geonames_auto
4338,Storrs,CT,41.80843,-72.24952,geonames_auto
4339,Sunrise,FL,26.13397,-80.1131,geonames_auto
4340,Syracuse,NY,43.04812,-76.14742,geonames_auto
4341,Tallahassee,FL,30.43826,-84.28073,geonames_auto
4342,Tampa,FL,27.94752,-82.45843,geonames_auto
4343,Tempe,AZ,33.41477,-111.90931,geonames_auto
4344,Terre Haute,IN,39.4667,-87.41391,geonames_auto
4345,Thibodaux,LA,29.79576,-90.82287,geonames_auto
4346,Toledo,OH,41.66394,-83.55521,geonames_auto
4347,Tortola,VI,18.42693,-64.62079,geonames:Road Town
4348,Towson,MD,39.4015,-76.60191,geonames_auto
4349,Troy,AL,31.80877,-85.96995,geonames_auto
4350,Tucson,AZ,32.22174,-110.92648,geonames_auto
4351,Tulsa,OK,36.15398,-95.99277,geonames_auto
4352,Tupelo,MS,34.25807,-88.70464,geonames_auto
4353,Tuscaloosa,AL,33.20984,-87.56917,geonames_auto
4354,Uncasville,CT,41.43454,-72.1098,geonames_auto
4355,University Park,PA,40.80201,-77.85639,geonames_auto
4356,USAF Academy,CO,39.00888,-104.88537,geonames:USAF Academy
4357,Valparaiso,IN,41.47309,-87.06114,geonames_auto
4358,Vancouver,BC,49.24861,-123.10784,geonames:Vancouver BC
4359,Vermillion,SD,42.77944,-96.92921,geonames_auto
4360,Vestal,NY,42.08507,-76.05381,geonames_auto
4361,Villanova,PA,40.03733,-75.34908,geonames_auto
4362,Waco,TX,31.54933,-97.14667,geonames_auto
4363,Washington,DC,38.89511,-77.03637,geonames_auto
4364,West Hartford,CT,41.76204,-72.74204,geonames_auto
4365,West Lafayette,IN,40.42587,-86.90807,geonames_auto
4366,West Long Branch,NJ,40.29039,-74.01764,geonames_auto
4367,West Point,NY,41.39148,-73.95597,geonames_auto
4368,Wichita,KS,37.69224,-97.33754,geonames_auto
4369,Williamsburg,VA,37.2707,-76.70746,geonames_auto
4370,Wilmington,NC,34.23556,-77.94604,geonames_auto
4371,Winston-Salem,NC,36.09986,-80.24422,geonames_auto
4372,Worcester,MA,42.26259,-71.80229,geonames_auto
4373,Youngstown,OH,41.09978,-80.64952,geonames_auto
4374,Ypsilanti,MI,42.24115,-83.61299,geonames_auto
4376,Biloxi,MS,30.39603,-88.88531,geonames_auto
4382,Freeport,BA,26.53333,-78.7,geonames:Freeport BS
4383,Guaynabo,PR,18.35745,-66.111,geonames_auto
4385,Laie,HI,21.64547,-157.9225,geonames_auto
4387,Moline,IL,41.5067,-90.51513,geonames_auto
4389,New York City,NY,40.71427,-74.00597,geonames_auto
4390,North Charleston,SC,32.85462,-79.97481,geonames_auto
4391,Ocala,FL,29.1872,-82.14009,geonames_auto
4392,Panama City,FL,30.15946,-85.65983,geonames_auto
4396,St. Charles,MO,38.78394,-90.48123,geonames_auto
4399,Trujillo Alto,PR,18.35467,-66.00739,geonames_auto
4402,Upper Marlboro,MD,38.81595,-76.74969,geonames_auto
4403,Wailuku,HI,20.89133,-156.50604,geonames_auto
4404,Winter Park,FL,28.6,-81.33924,geonames_auto
4406,Garden City,NY,40.72677,-73.6343,geonames_auto
4407,Great Falls,MT,47.50024,-111.30081,geonames_auto
4408,Reading,PA,40.33565,-75.92687,geonames_auto
4409,Uniondale,NY,40.70038,-73.59291,geonames_auto
4410,Belfast,IR,54.59682,-5.92541,geonames:Belfast
4412,Montego Bay,JA,18.47116,-77.91883,geonames:Montego Bay
4413,Nassau,BA,25.05823,-77.34306,geonames:Nassau
4414,Frisco,TX,33.15067,-96.82361,geonames_auto
4415,Grand Cayman,CI,19.28908,-81.36981,geonames:George Town KY
4416,Miami Shores,FL,25.86315,-80.19283,geonames_auto
4417,Midland,MI,43.61558,-84.24721,geonames_auto
4421,Alexandria,LA,31.31129,-92.44514,geonames_auto
4422,Bimini,BA,25.728,-79.2972,geonames:Alice Town (Bimini)
4423,Bloomington,IL,40.4842,-88.99369,geonames_auto
4424,Carolina,PR,18.38078,-65.95739,geonames_auto
4425,Clarksdale,MS,34.20011,-90.57093,geonames_auto
4426,Cupertino,CA,37.323,-122.03218,geonames_auto
4427,Davie,FL,26.06287,-80.2331,geonames_auto
4428,East Peoria,IL,40.66615,-89.5801,geonames_auto
4429,Fort Lauderdale,FL,26.12231,-80.14338,geonames_auto
4430,Fort Mill,SC,35.00737,-80.94508,geonames_auto
4431,Grand Rapids,MI,42.96336,-85.66809,geonames_auto
4432,Hilo,HI,19.72991,-155.09073,geonames_auto
4433,Houma,LA,29.59577,-90.71953,geonames_auto
4434,Jennings,LA,30.22243,-92.65708,geonames_auto
4435,Kennewick,WA,46.21125,-119.13723,geonames_auto
4436,Livonia,MI,42.36837,-83.35271,geonames_auto
4437,Lucaya,BA,26.5333,-78.6667,geonames:Lucaya
4438,Melbourne,FL,28.08363,-80.60811,geonames_auto
4439,Moorehead,MS,33.45012,-90.50565,geonames:Moorhead MS
4440,Mt. Pleasant,SC,32.79407,-79.86259,geonames_auto
4441,Niagara University,NY,43.17256,-79.03588,geonames:Lewiston NY
4442,Toronto,ON,43.70643,-79.39864,geonames:Toronto
4443,West Palm Beach,FL,26.71534,-80.05337,geonames_auto
4444,Florence,AL,34.79981,-87.67725,geonames_auto
4445,Georgetown,KY,38.2098,-84.55883,geonames_auto
4446,Seaside,CA,36.61107,-121.85162,geonames_auto
4447,Kissimmee,FL,28.30468,-81.41667,geonames_auto
4448,Oakland,MI,42.68059,-83.13382,geonames:Rochester MI
4449,St. Petersburg,FL,27.77086,-82.67927,geonames_auto
4450,Berea,KY,37.56869,-84.29632,geonames_auto
4451,Chatham,ON,42.41224,-82.18494,geonames:Chatham ON
4452,Kahului,HI,20.88933,-156.47293,geonames_auto
4453,La Crosse,WI,43.80136,-91.23958,geonames_auto
4454,Maui,HI,20.7702,-156.2682,geonames:Maui
4455,West Orange,NJ,40.79871,-74.23904,geonames_auto
4456,White Plains,NY,41.03399,-73.76291,geonames_auto
4457,Winter Garden,FL,28.56528,-81.58618,geonames_auto
4458,Homewood,AL,33.47177,-86.80082,geonames_auto
4459,Isla Vista,CA,34.41333,-119.86097,geonames_auto
4460,Mansfield,CT,41.76593,-72.23369,geonames:Mansfield City CT
4461,Montville,CT,41.47899,-72.15119,geonames:Montville Center CT
4462,North Andover,MA,42.6987,-71.13506,geonames_auto
4463,Columbia,MO,38.95171,-92.33407,geonames_auto
4464,Lawrence Township,NJ,40.29733,-74.7296,geonames:Lawrenceville NJ
4465,Olean,NY,42.07756,-78.42974,geonames_auto
4466,Fairborn,OH,39.82089,-84.01938,geonames_auto
4467,Bryn Mawr,PA,40.02095,-75.3049,geonames:Bryn Mawr PA (Montgomery Co)
4468,Moon,PA,40.50896,-80.23923,geonames_auto
4469,South Kingstown,RI,41.44718,-71.52494,geonames_auto
4470,Springfield,OH,39.92423,-83.80882,geonames_auto
4471,Midland,TX,31.99735,-102.07791,geonames_auto
4472,Riviera Maya,MX,20.6274,-87.0799,geonames:Playa del Carmen
4473,St. James,JA,18.38333,-77.88333,geonames:Saint James parish JM
4474,Victoria,BC,48.4359,-123.35155,geonames:Victoria BC
4475,Wilmington,DE,39.74595,-75.54659,geonames_auto
4476,Saint George,UT,37.10415,-113.58412,geonames_auto
4477,Stephenville,TX,32.2207,-98.20226,geonames_auto
4478,La Jolla,CA,32.84727,-117.2742,geonames_auto
4479,Alcorn State,MS,31.82044,-91.05011,geonames:Lorman MS
4480,Belmont Park,NY,40.70094,-73.7129,geonames:Elmont NY
4481,San Juan Capistrano,CA,33.50169,-117.66255,geonames_auto
4482,St. Paul,MN,44.94441,-93.09327,geonames_auto
